Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Colors,Protection,Chipset,CPU,GPU,Dual,Features,Features_1,NFC,Models,_1_1,Price,Infrared port,Charging,Stand-by,Talk time,GPRS,EDGE,Build,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Dual_1,Performance
b'archos',b'Archos 50 Saphir',b'https://cdn2.gsmarena.com/vv/bigpic/archos-50-saphir.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'LTE 800 / 1800 / 2100 / 2600',"b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2017, February'","b'Available. Released 2017, June'",b'146.6 x 75.9 x 13.9 mm (5.77 x 2.99 x 0.55 in)',b'-',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~61.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 6.0 (Marshmallow)',"b'microSD, up to 128 GB'","b'16 GB, 2 GB RAM'","b'8 MP, AF'",b'1080p@30fps',b'2 MP',b'',b'Yes',b'Yes',b'IP68 dust/water proof (up to 1m for 30 mins)',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'",b'Non-removable Li-Ion 5000 mAh battery',b'Black',b'Corning Gorilla Glass 4',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'Mali-T720MP2',,b'LED flash',,,,,,,b'Fast battery charging 10W (Pump Express)',b'Up to 740 h (2G) / Up to 550 h (3G)',b'Up to 37 h (2G) / Up to 27 h (3G)',,,,,,,,,,b'0.55 W/kg (head) \xc2\xa0 \xc2\xa0 0.80 W/kg (body)',,,,,,,,,,,,,,
b'archos',b'Archos 55 Graphite',b'https://cdn2.gsmarena.com/vv/bigpic/archos-55-graphite.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'LTE 800 / 1800 / 2100 / 2600',"b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2017, February'","b'Available. Released 2017, June'",b'157.8 x 77.2 x 7.8 mm (6.21 x 3.04 x 0.31 in)',b'-',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'5.5 inches, 83.4 cm2 (~68.5% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 7.0 (Nougat)',"b'microSD, up to 128 GB'","b'16 GB, 2 GB RAM'",b'5 MP',b'1080p@30fps',,b'',b'Yes',b'Yes',b'Non-removable Li-Ion 3000 mAh battery',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,b'Black',,b'Mediatek MT6737 (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'Mali-T720MP2',"b'13 MP, AF 2 MP, depth sensor'","b'LED flash, HDR, panorama'",,,,,b'About 180 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'archos',b'Archos 50 Graphite',b'https://cdn2.gsmarena.com/vv/bigpic/archos-50-graphite.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'LTE 800 / 1800 / 2100 / 2600',"b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2017, February'","b'Available. Released 2017, June'",b'144 x 72.7 x 8.9 mm (5.67 x 2.86 x 0.35 in)',b'160 g (5.64 oz)',b'Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 7.0 (Nougat)',"b'microSD, up to 128 GB'","b'16 GB, 1 GB RAM'",b'5 MP',b'1080p@30fps',,b'',b'Yes',b'Yes',b'Non-removable Li-Ion 2400 mAh battery',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,b'Black',,b'Mediatek MT6737 (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'Mali-T720MP2',"b'13 MP, AF 2 MP, depth sensor'","b'LED flash, HDR, panorama'",,,,,b'About 130 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'archos',b'Archos 55b Cobalt',b'https://cdn2.gsmarena.com/vv/bigpic/archos-55b-cobalt.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'LTE 800 / 1800 / 2100 / 2600',"b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2017, January'","b'Available. Released 2017, January'",b'155 x 79 x 0 mm (6.10 x 3.11 x 0.0 in)',b'188 g (6.63 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.5 inches, 83.4 cm2 (~68.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 6.0 (Marshmallow)',"b'microSD, up to 64 GB'","b'16/32 GB, 1/2 GB RAM'","b'13 MP, AF'",b'720p@30fps',b'2 MP',b'',b'Yes',b'Yes',b'Removable Li-Ion 2600 mAh battery',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'",,b'Gray',,b'Qualcomm MSM8909 Snapdragon 210 (28 nm)',b'Quad-core 1.1 GHz',b'Adreno 304',,"b'LED flash, HDR, panorama'",,,,,,,,,,,,,,,,,,,b'0.98 W/kg (head) \xc2\xa0 \xc2\xa0 1.76 W/kg (body)',,,,,,,,,,,,,,
b'archos',b'Archos 50b Cobalt',b'https://cdn2.gsmarena.com/vv/bigpic/archos-50b-cobalt.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'LTE 800 / 1800 / 2100 / 2600',"b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2017, January'","b'Available. Released 2017, January'",b'144 x 72 x 0 mm (5.67 x 2.83 x 0.0 in)',b'160 g (5.64 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 6.0 (Marshmallow)',"b'microSD, up to 64 GB'","b'16/32 GB, 1/2 GB RAM'","b'13 MP, AF'",b'720p@30fps',b'2 MP',b'',b'Yes',b'Yes',b'Removable Li-Ion 2100 mAh battery',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'",,b'Gray',,b'Qualcomm MSM8909 Snapdragon 210 (28 nm)',b'Quad-core 1.1 GHz',b'Adreno 304',,"b'LED flash, HDR, panorama'",,,,,,,,,,,,,,,,,,,b'0.35 W/kg (head) \xc2\xa0 \xc2\xa0 1.62 W/kg (body)',,,,,,,,,,,,,,
b'archos',b'Archos Diamond 2 Plus',b'https://cdn2.gsmarena.com/vv/bigpic/archos-diamond2plus.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'LTE band 1(2100), 3(1800), 7(2600), 20(800)'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2016, March'","b'Available. Released 2016, August'",b'148.3 x 73.8 x 8.3 mm (5.84 x 2.91 x 0.33 in)',b'193 g (6.81 oz)',"b'Hybrid Dual SIM (Micro-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.5 inches, 83.4 cm2 (~76.2% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Android 6.0 (Marshmallow)',"b'microSD, up to 256 GB (uses shared SIM slot)'","b'64 GB, 4 GB RAM'","b'20.7 MP, f/2.4, PDAF'",b'1080p@30fps',"b'8 MP, f/1.9, 22mm (wide)'",b'1080p@30fps',b'Yes',b'Yes',b'Active noise cancellation with dedicated mic',"b'Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE, EDR, aptX'","b'Yes, with A-GPS, GLONASS, BDS'",b'Stereo FM radio with RDS; recording',"b'3.0, Type-C 1.0 reversible connector, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, proximity, compass'",b'Non-removable Li-Ion 2950 mAh battery',b'Black',b'Asahi Dragontrail Glass',b'Mediatek MT6755 Helio P10 (28 nm)',b'Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',,"b'Dual-LED dual-tone flash, HDR, panorama'",b'HDR',,,,b'About 250 EUR',,,b'Up to 320 h (3G)',b'Up to 11 h (3G)',,,,,,,,,,b'0.57 W/kg (head) \xc2\xa0 \xc2\xa0 1.65 W/kg (body)',,,,,,,,,,,,,,
b'archos',b'Archos 55 Cobalt Plus',b'https://cdn2.gsmarena.com/vv/bigpic/archos-55-cobalt-plus.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'LTE band 1(2100), 7(2600), 9(1800), 20(800)'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2016, January'","b'Available. Released 2016, March'",b'152.5 x 77 x 8.3 mm (6.00 x 3.03 x 0.33 in)',b'130 g (4.59 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.5 inches, 83.4 cm2 (~71.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 5.1.1 (Lollipop)',"b'microSD, up to 64 GB'","b'16 GB, 2 GB RAM'","b'13 MP, AF'",b'720p@30fps',b'2 MP',b'',b'Yes',b'Yes',b'Non-removable Li-Ion 2700 mAh battery',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'","b'Stereo FM radio, RDS, recording'",b'microUSB 2.0',"b'Accelerometer, gyro, proximity'",,b'Blue/Gray',,b'Mediatek MT6735P (28 nm)',b'Quad-core 1.0 GHz Cortex-A53',b'Mali-T720MP2',,"b'LED flash, HDR, panorama'",,,,,,,,b'Up to 450 h',b'Up to 27 h',,,,,,,,,,b'0.25 W/kg (head) \xc2\xa0 \xc2\xa0 1.28 W/kg (body)',,,,,,,,,,,,,,
b'archos',b'Archos 50 Cobalt',b'https://cdn2.gsmarena.com/vv/bigpic/archos-55-cobalt.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'LTE band 1(2100), 7(2600), 9(1800), 20(800)'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2016, January'","b'Available. Released 2016, March'",b'141.5 x 71.5 x 9.2 mm (5.57 x 2.81 x 0.36 in)',b'135 g (4.76 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~68.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.1.1 (Lollipop)',"b'microSD, up to 64 GB'","b'8 GB, 1 GB RAM'","b'8 MP, AF'",b'720p@30fps',b'2 MP',b'',b'Yes',b'Yes',b'Non-removable Li-Ion 2000 mAh battery',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'","b'Stereo FM radio, RDS, recording'",b'microUSB 2.0',"b'Accelerometer, gyro, proximity'",,b'Blue/Gray',,b'Mediatek MT6735P (28 nm)',b'Quad-core 1.0 GHz Cortex-A53',b'Mali-T720MP2',,"b'LED flash, HDR, panorama'",,,,,,,,b'Up to 330 h',b'Up to 20 h',,,,,,,,,,b'0.28 W/kg (head) \xc2\xa0 \xc2\xa0 1.25 W/kg (body)',,,,,,,,,,,,,,
b'archos',b'Archos Diamond Plus',b'https://cdn2.gsmarena.com/vv/bigpic/archos-diamond-plus.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'LTE band 3(1800), 7(2600), 20(800)'","b'HSPA, LTE'","b'2015, September'","b'Available. Released 2015, November'",b'152.6 x 76.4 x 8.4 mm (6.01 x 3.01 x 0.33 in)',b'160 g (5.64 oz)',b'Hybrid Dual SIM',"b'IPS LCD capacitive touchscreen, 16M colors'","b'5.5 inches, 83.4 cm2 (~71.5% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Android 5.1.1 (Lollipop)',"b'microSD, up to 256 GB (uses shared SIM slot)'","b'16 GB, 2 GB RAM'","b'16 MP, AF'",b'1080p@30fps',b'8 MP',b'',b'Yes',b'Yes',b'Active noise cancellation with dedicated mic',b'Wi-Fi 802.11 b/g/n',"b'4.0, LE'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'",b'Non-removable Li-Ion 2850 mAh battery',b'Silver',b'Asahi Dragontrail Glass',b'Mediatek MT6753 (28 nm)',b'Octa-core 1.3 GHz Cortex-A53',b'Mali-T720MP3',,b'LED flash',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'archos',b'Archos Diamond S',b'https://cdn2.gsmarena.com/vv/bigpic/archos-diamond-s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'LTE band 3(1800), 7(2600), 20(800)'","b'HSPA, LTE'","b'2015, September'","b'Available. Released 2015, November'",b'145 x 71.5 x 6.5 mm (5.71 x 2.81 x 0.26 in)',b'118 g (4.16 oz)',b'Dual SIM',"b'Super AMOLED capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.1.1 (Lollipop)',"b'microSD, up to 256 GB'","b'16 GB, 2 GB RAM'","b'16 MP, 1/2.8"", 1.12\xc2\xb5m, AF'",b'1080p@30fps',b'8 MP',b'',b'Yes',b'Yes',b'Non-removable Li-Ion 2300 mAh battery',b'Wi-Fi 802.11 b/g/n',"b'4.0, LE'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'",,b'Black',b'Corning Gorilla Glass 3',b'Mediatek MT6753 (28 nm)',b'Octa-core 1.3 GHz Cortex-A53',b'Mali-T720MP3',,b'LED flash',,,,,,,,,,,,,,,,,,,b'0.33 W/kg (head) \xc2\xa0 \xc2\xa0 1.60 W/kg (body)',,,,,,,,,,,,,,
b'archos',b'Archos 50d Helium 4G',b'https://cdn2.gsmarena.com/vv/bigpic/archos-50d-helium-4g.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'LTE band 3(1800), 7(2600), 20(800)'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2015, July'","b'Available. Released 2015, July'",b'146 x 72.2 x 8.4 mm (5.75 x 2.84 x 0.33 in)',b'154 g (5.43 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~65.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.1 (Lollipop)',b'microSD',"b'8 GB, 1 GB RAM'","b'13 MP, AF'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',b'Removable Li-Ion 2100 mAh battery',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, LE'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",,"b'Dark blue, Black'",,b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 305',,b'LED flash',,,,,b'About 140 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'archos',b'Archos 50b Helium 4G',b'https://cdn2.gsmarena.com/vv/bigpic/archos-50b-helium.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'LTE band 1(2100), 3(1800), 7(2600), 20(800)'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2014, October'","b'Available. Released 2014, December'",b'145 x 71.5 x 9 mm (5.71 x 2.81 x 0.35 in)',b'160 g (5.64 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 4.4.4 (KitKat)',"b'microSD, up to 256 GB'","b'8 GB, 1 GB RAM'","b'8 MP, AF'",b'1080p@30fps',b'2 MP',b'',b'Yes',b'Yes',b'Removable Li-Po 2000 mAh battery',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",,b'Black',,b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',,b'LED flash',,b'Yes',,,b'About 150 EUR',,,,,,,,,,,,,,b'0.40 W/kg (head) \xc2\xa0 \xc2\xa0 0.71 W/kg (body)',,,,,,,,,,,,,,
b'archos',b'Archos 50 Diamond',b'https://cdn2.gsmarena.com/vv/bigpic/archos-50-diamond.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 2100',"b'LTE band 1(2100), 3(1800), 7(2600), 20(800)'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2014, October'","b'Available. Released 2015, January'",b'146 x 70.4 x 8 mm (5.75 x 2.77 x 0.31 in)',b'142 g (5.01 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'","b'IPS LCD capacitive touchscreen, 16M colors'","b'5.0 inches, 69.2 cm2 (~67.4% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~440 ppi density)'",b'Android 4.4.4 (KitKat)',"b'microSD, up to 256 GB'","b'16 GB, 2 GB RAM'","b'16 MP, AF'",b'1080p@30fps',b'8 MP',b'',b'Yes',b'Yes',b'Non-removable Li-Po 2700 mAh battery',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",,"b'Black, Electric yellow'",,b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',,b'LED flash',,b'Yes',,,b'About 200 EUR',,,,,,,,,,,,,,b'0.40 W/kg (head) \xc2\xa0 \xc2\xa0 0.71 W/kg (body)',,b'Photo / Video',,,b'Endurance rating 60h',,,,,,,,,
b'archos',b'Archos 40 Cesium',b'https://cdn2.gsmarena.com/vv/bigpic/archos-40-cesium.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA 21.1/5.76 Mbps',"b'2014, September'","b'Available. Released 2014, September'",b'-',b'',b'Dual SIM (dual stand-by)',"b'TFT capacitive touchscreen, 16M colors'","b'4.0 inches, 45.5 cm2'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Microsoft Windows Phone 8.1',"b'microSD, up to 32 GB'","b'4 GB, 512 MB RAM'","b'5 MP, AF'",b'1080p@30fps',b'2 MP',b'',b'Yes',b'Yes',b'Removable Li-Ion 1700 mAh Removable Li-Po battery',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS'","b'FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity, compass'",,b'Black; Yellow and Blue (included)',,b'Qualcomm Snapdragon 200 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'Adreno 302',,b'LED flash',,,,,b'About 80 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,,
